#
# Output Filename: state_params.out
# Generation Time: 25-November-2013_15:18:01 (UTC)
# File Contents:   State Parameters Table
#
# EPS Version:     v2.5.8
#
# CFG Template:    v3.19
# EDF Template:    v3.12
# ITL Template:    v3.10
# EVF Template:    v3.1
#
# POR Definition:  CRID issue C4
# EVF (ESOC FD):   DDID appendix-H v2.1
#
# Input Timeline:  BC_SO10_FULL_________ITL_GEN_1A.itl
# Input CFG:       eps_mac.cfg
# Input EDF:       bepi.edf
# MDB version:     SISBCETB "ETB (1, 0, 38)"
# Input EVF:       bepi_events_mpo_00012.evf
#

Ref_date: 7-May-2024

Elapsed time             MERTIS          MERTIS   SIMBIOSYS_STC  SIMBIOSYS_HRIC  SIMBIOSYS_VIHI  SIMBIOSYS_VIHI
ddd_hh:mm:ss          MERTIS_DR      MERTIS_PWR      CURRENT_DR  HRIC_DATA_RATE  VIHI_DATA_RATE      VIHI_POWER
---------------------------------------------------------------------------------------------------------------
158_16:14:20                  0               1          133340          161920             102               1
158_16:31:00                  0               1           69400          161920             102               1
158_16:31:40                  0               1           69400          161920              82               1
158_16:35:30                  0               1           40420          161920              82               1
158_16:36:20                  0               1           40420          161920             126               1
158_16:40:10                  0               1           15600          161920             126               1
158_16:48:00                  0               1           15600          161920             126               1
158_16:51:40                  0               1               0          161920             126               1
158_18:17:00                  0               1           15600          161920             126               1
158_18:19:30                  0               1           15600          161920             126               1
158_18:25:20                  0               1           15600          161920             126               1
158_18:27:10                  0               1           40420          161920             126               1
158_18:30:50                  0               1           40420          161920              82               1
158_18:31:50                  0               1           69400          161920              82               1
158_18:33:40                  0               1           69400          161920              82               1
158_18:35:30                  0               1           69400          161920             102               1
158_18:36:10                  0               1          133340          161920             102               1
158_18:52:50                  0               1           69400          161920             102               1
158_18:53:20                  0               1           69400          161920              82               1
158_18:57:10                  0               1           40420          161920              82               1
158_18:58:10                  0               1           40420          161920             126               1
158_19:01:50                  0               1           15600          161920             126               1
158_19:03:50                  0               1           15600          161920             102               1
158_19:07:40                  0               1           15600          161920             182               1
158_19:09:50                  0               1           15600          161920             182               1
158_19:13:30                  0               1               0          161920             182               1
158_20:38:40                  0               1           15600          161920             182               1
158_20:41:10                  0               1           15600          161920             182               1
158_20:43:20                  0               1           15600          161920             102               1
158_20:47:00                  0               1           15600          161920             126               1
158_20:48:50                  0               1           40420          161920             126               1
158_20:52:40                  0               1           40420          161920              82               1
158_20:53:30                  0               1           69400          161920              82               1
158_20:55:20                  0               1           69400          161920              82               1
158_20:57:20                  0               1           69400          161920             102               1
158_20:57:50                  0               1          133340          161920             102               1
158_21:14:30                  0               1           69400          161920             102               1
158_21:15:00                  0               1           69400          161920              82               1
158_21:18:50                  0               1           40420          161920              82               1
158_21:19:50                  0               1           40420          161920             126               1
158_21:23:30                  0               1           15600          161920             126               1
158_21:31:30                  0               1           15600          161920             126               1
158_21:35:10                  0               1               0          161920             126               1
158_23:00:20                  0               1           15600          161920             126               1
158_23:03:00                  0               1           15600          161920             126               1
158_23:08:40                  0               1           15600          161920             126               1
158_23:10:40                  0               1           40420          161920             126               1
158_23:14:20                  0               1           40420          161920              82               1
158_23:15:10                  0               1           69400          161920              82               1
158_23:17:10                  0               1           69400          161920              82               1
158_23:19:00                  0               1           69400          161920             102               1
158_23:19:30                  0               1          133340          161920             102               1
158_23:36:10                  0               1           69400          161920             102               1
158_23:36:50                  0               1           69400          161920              82               1
158_23:40:40                  0               1           40420          161920              82               1
158_23:41:30                  0               1           40420          161920             126               1
158_23:45:20                  0               1           15600          161920             126               1
158_23:47:20                  0               1           15600          161920             102               1
158_23:51:00                  0               1           15600          161920             182               1
158_23:53:10                  0               1           15600          161920             182               1
158_23:56:50                  0               1               0          161920             182               1
159_01:22:10                  0               1           15600          161920             182               1
159_01:24:40                  0               1           15600          161920             182               1
159_01:26:50                  0               1           15600          161920             102               1
159_01:30:30                  0               1           15600          161920             126               1
159_01:32:20                  0               1           40420          161920             126               1
159_01:36:00                  0               1           40420          161920              82               1
159_01:37:00                  0               1           69400          161920              82               1
159_01:38:50                  0               1           69400          161920              82               1
159_01:40:40                  0               1           69400          161920             102               1
159_01:41:20                  0               1          133340          161920             102               1
159_01:58:00                  0               1           69400          161920             102               1
159_01:58:30                  0               1           69400          161920              82               1
159_02:02:20                  0               1           40420          161920              82               1
159_02:03:20                  0               1           40420          161920             126               1
159_02:07:00                  0               1           15600          161920             126               1
159_02:15:00                  0               1           15600          161920             126               1
159_02:18:40                  0               1               0          161920             126               1
159_03:43:50                  0               1           15600          161920             126               1
159_03:46:20                  0               1           15600          161920             126               1
159_03:52:10                  0               1           15600          161920             126               1
159_03:54:00                  0               1           40420          161920             126               1
159_03:57:50                  0               1           40420          161920              82               1
159_03:58:40                  0               1           69400          161920              82               1
159_04:00:30                  0               1           69400          161920              82               1
159_04:02:20                  0               1           69400          161920             102               1
159_04:03:00                  0               1          133340          161920             102               1
159_04:19:40                  0               1           69400          161920             102               1
159_04:20:10                  0               1           69400          161920              82               1
159_04:24:00                  0               1           40420          161920              82               1
159_04:25:00                  0               1           40420          161920             126               1
159_04:28:40                  0               1           15600          161920             126               1
159_04:30:40                  0               1           15600          161920             102               1
159_04:34:30                  0               1           15600          161920             182               1
159_04:36:40                  0               1           15600          161920             182               1
159_04:40:20                  0               1               0          161920             182               1
159_06:05:30                  0               1           15600          161920             182               1
159_06:08:10                  0               1           15600          161920             182               1
159_06:10:10                  0               1           15600          161920             102               1
159_06:13:50                  0               1           15600          161920             126               1
159_06:15:50                  0               1           40420          161920             126               1
159_06:19:30                  0               1           40420          161920              82               1
159_06:20:20                  0               1           69400          161920              82               1
159_06:22:20                  0               1           69400          161920              82               1
159_06:24:10                  0               1           69400          161920             102               1
159_06:24:40                  0               1          133340          161920             102               1
159_06:41:20                  0               1           69400          161920             102               1
159_06:42:00                  0               1           69400          161920              82               1
159_06:45:50                  0               1           40420          161920              82               1
159_06:46:40                  0               1           40420          161920             126               1
159_06:50:30                  0               1           15600          161920             126               1
159_06:58:20                  0               1           15600          161920             126               1
159_07:02:00                  0               1               0          161920             126               1
159_08:27:20                  0               1           15600          161920             126               1
159_08:29:50                  0               1           15600          161920             126               1
159_08:35:40                  0               1           15600          161920             126               1
159_08:37:30                  0               1           40420          161920             126               1
159_08:41:10                  0               1           40420          161920              82               1
159_08:42:10                  0               1           69400          161920              82               1
159_08:44:00                  0               1           69400          161920              82               1
159_08:45:50                  0               1           69400          161920             102               1
159_08:46:30                  0               1          133340          161920             102               1
159_09:03:10                  0               1           69400          161920             102               1
159_09:03:40                  0               1           69400          161920              82               1
159_09:07:30                  0               1           40420          161920              82               1
159_09:08:20                  0               1           40420          161920             126               1
159_09:12:10                  0               1           15600          161920             126               1
159_09:14:10                  0               1           15600          161920             102               1
159_09:18:00                  0               1           15600          161920             182               1
159_09:20:10                  0               1           15600          161920             182               1
159_09:23:40                  0               1               0          161920             182               1
159_10:49:00                  0               1           15600          161920             182               1
159_10:51:30                  0               1           15600          161920             182               1
159_10:53:40                  0               1           15600          161920             102               1
159_10:57:20                  0               1           15600          161920             126               1
159_10:59:10                  0               1           40420          161920             126               1
159_11:02:50                  0               1           40420          161920              82               1
159_11:03:50                  0               1           69400          161920              82               1
159_11:05:40                  0               1           69400          161920              82               1
159_11:07:30                  0               1           69400          161920             102               1
159_11:08:10                  0               1          133340          161920             102               1
159_11:24:50                  0               1           69400          161920             102               1
159_11:25:20                  0               1           69400          161920              82               1
159_11:29:10                  0               1           40420          161920              82               1
159_11:30:10                  0               1           40420          161920             126               1
159_11:33:50                  0               1           15600          161920             126               1
159_11:41:50                  0               1           15600          161920             126               1
159_11:45:30                  0               1               0          161920             126               1
159_13:10:40                  0               1           15600          161920             126               1
159_13:13:20                  0               1           15600          161920             126               1
159_13:19:00                  0               1           15600          161920             126               1
159_13:21:00                  0               1           40420          161920             126               1
159_13:24:40                  0               1           40420          161920              82               1
159_13:25:30                  0               1           69400          161920              82               1
159_13:27:30                  0               1           69400          161920              82               1
159_13:29:20                  0               1           69400          161920             102               1
159_13:29:50                  0               1          133340          161920             102               1
159_13:46:30                  0               1           69400          161920             102               1
159_13:47:10                  0               1           69400          161920              82               1
159_13:51:00                  0               1           40420          161920              82               1
159_13:51:50                  0               1           40420          161920             126               1
159_13:55:40                  0               1           15600          161920             126               1
159_13:57:40                  0               1           15600          161920             102               1
159_14:01:20                  0               1           15600          161920             182               1
159_14:03:30                  0               1           15600          161920             182               1
159_14:07:10                  0               1               0          161920             182               1
159_15:32:30                  0               1           15600          161920             182               1
159_15:35:00                  0               1           15600          161920             182               1
159_15:37:10                  0               1           15600          161920             102               1
159_15:40:50                  0               1           15600          161920             126               1
159_15:42:40                  0               1           40420          161920             126               1
159_15:46:20                  0               1           40420          161920              82               1
159_15:47:20                  0               1           69400          161920              82               1
159_15:49:10                  0               1           69400          161920              82               1
159_15:51:00                  0               1           69400          161920             102               1
159_15:51:40                  0               1          133340          161920             102               1
159_16:08:10                  0               1           69400          161920             102               1
159_16:08:50                  0               1           69400          161920              82               1
159_16:12:40                  0               1           40420          161920              82               1
159_16:13:30                  0               1           40420          161920             126               1
159_16:17:20                  0               1           15600          161920             126               1
159_16:25:20                  0               1           15600          161920             126               1
159_16:28:50                  0               1               0          161920             126               1
159_17:54:10                  0               1           15600          161920             126               1
159_17:56:40                  0               1           15600          161920             126               1
159_18:02:30                  0               1           15600          161920             126               1
159_18:04:20                  0               1           40420          161920             126               1
159_18:08:00                  0               1           40420          161920              82               1
159_18:09:00                  0               1           69400          161920              82               1
159_18:10:50                  0               1           69400          161920              82               1
159_18:12:40                  0               1           69400          161920             102               1
159_18:13:20                  0               1          133340          161920             102               1
159_18:30:00                  0               1           69400          161920             102               1
159_18:30:30                  0               1           69400          161920              82               1
159_18:34:20                  0               1           40420          161920              82               1
159_18:35:20                  0               1           40420          161920             126               1
159_18:39:00                  0               1           15600          161920             126               1
159_18:41:00                  0               1           15600          161920             102               1
159_18:44:50                  0               1           15600          161920             182               1
159_18:47:00                  0               1           15600          161920             182               1
159_18:50:40                  0               1               0          161920             182               1
159_20:15:50                  0               1           15600          161920             182               1
159_20:18:30                  0               1           15600          161920             182               1
159_20:20:30                  0               1           15600          161920             102               1
159_20:24:10                  0               1           15600          161920             126               1
159_20:26:10                  0               1           40420          161920             126               1
159_20:29:50                  0               1           40420          161920              82               1
159_20:30:40                  0               1           69400          161920              82               1
159_20:32:40                  0               1           69400          161920              82               1
159_20:34:30                  0               1           69400          161920             102               1
159_20:35:00                  0               1          133340          161920             102               1
159_20:51:40                  0               1           69400          161920             102               1
159_20:52:20                  0               1           69400          161920              82               1
159_20:56:10                  0               1           40420          161920              82               1
159_20:57:00                  0               1           40420          161920             126               1
159_21:00:50                  0               1           15600          161920             126               1
159_21:08:40                  0               1           15600          161920             126               1
159_21:12:20                  0               1               0          161920             126               1
159_22:37:40                  0               1           15600          161920             126               1
159_22:40:10                  0               1           15600          161920             126               1
159_22:46:00                  0               1           15600          161920             126               1
159_22:47:50                  0               1           40420          161920             126               1
159_22:51:30                  0               1           40420          161920              82               1
159_22:52:30                  0               1           69400          161920              82               1
159_22:54:20                  0               1           69400          161920              82               1
159_22:56:10                  0               1           69400          161920             102               1
159_22:56:50                  0               1          133340          161920             102               1
159_23:13:20                  0               1           69400          161920             102               1
159_23:14:00                  0               1           69400          161920              82               1
159_23:17:50                  0               1           40420          161920              82               1
159_23:18:40                  0               1           40420          161920             126               1
159_23:22:30                  0               1           15600          161920             126               1
159_23:24:30                  0               1           15600          161920             102               1
159_23:28:20                  0               1           15600          161920             182               1
159_23:30:30                  0               1           15600          161920             182               1
159_23:34:00                  0               1               0          161920             182               1
160_00:59:20                  0               1           15600          161920             182               1
160_01:01:50                  0               1           15600          161920             182               1
160_01:04:00                  0               1           15600          161920             102               1
160_01:07:40                  0               1           15600          161920             126               1
160_01:09:30                  0               1           40420          161920             126               1
160_01:13:10                  0               1           40420          161920              82               1
160_01:14:10                  0               1           69400          161920              82               1
160_01:16:00                  0               1           69400          161920              82               1
160_01:17:50                  0               1           69400          161920             102               1
160_01:18:30                  0               1          133340          161920             102               1
160_01:35:10                  0               1           69400          161920             102               1
160_01:35:40                  0               1           69400          161920              82               1
160_01:39:30                  0               1           40420          161920              82               1
160_01:40:30                  0               1           40420          161920             126               1
160_01:44:10                  0               1           15600          161920             126               1
160_01:52:10                  0               1           15600          161920             126               1
160_01:55:50                  0               1               0          161920             126               1
160_03:21:00                  0               1           15600          161920             126               1
160_03:23:40                  0               1           15600          161920             126               1
160_03:29:20                  0               1           15600          161920             126               1
160_03:31:20                  0               1           40420          161920             126               1
160_03:35:00                  0               1           40420          161920              82               1
160_03:35:50                  0               1           69400          161920              82               1
160_03:37:50                  0               1           69400          161920              82               1
160_03:39:40                  0               1           69400          161920             102               1
160_03:40:10                  0               1          133340          161920             102               1
160_03:56:50                  0               1           69400          161920             102               1
160_03:57:30                  0               1           69400          161920              82               1
160_04:01:20                  0               1           40420          161920              82               1
160_04:02:10                  0               1           40420          161920             126               1
160_04:06:00                  0               1           15600          161920             126               1
160_04:08:00                  0               1           15600          161920             102               1
160_04:11:40                  0               1           15600          161920             182               1
160_04:13:50                  0               1           15600          161920             182               1
160_04:17:30                  0               1               0          161920             182               1
160_05:42:50                  0               1           15600          161920             182               1
160_05:45:20                  0               1           15600          161920             182               1
160_05:47:30                  0               1           15600          161920             102               1
160_05:51:10                  0               1           15600          161920             126               1
160_05:53:00                  0               1           40420          161920             126               1
160_05:56:40                  0               1           40420          161920              82               1
160_05:57:40                  0               1           69400          161920              82               1
160_05:59:30                  0               1           69400          161920              82               1
160_06:01:20                  0               1           69400          161920             102               1
160_06:02:00                  0               1          133340          161920             102               1
160_06:18:30                  0               1           69400          161920             102               1
160_06:19:10                  0               1           69400          161920              82               1
160_06:23:00                  0               1           40420          161920              82               1
160_06:23:50                  0               1           40420          161920             126               1
160_06:27:40                  0               1           15600          161920             126               1
160_06:35:40                  0               1           15600          161920             126               1
160_06:39:10                  0               1               0          161920             126               1
160_08:04:30                  0               1           15600          161920             126               1
160_08:07:00                  0               1           15600          161920             126               1
160_08:12:50                  0               1           15600          161920             126               1
160_08:14:40                  0               1           40420          161920             126               1
160_08:18:30                  0               1           40420          161920              82               1
160_08:19:20                  0               1           69400          161920              82               1
160_08:21:10                  0               1           69400          161920              82               1
160_08:23:00                  0               1           69400          161920             102               1
160_08:23:40                  0               1          133340          161920             102               1
160_08:40:20                  0               1           69400          161920             102               1
160_08:40:50                  0               1           69400          161920              82               1
160_08:44:40                  0               1           40420          161920              82               1
160_08:45:40                  0               1           40420          161920             126               1
160_08:49:20                  0               1           15600          161920             126               1
160_08:51:20                  0               1           15600          161920             102               1
160_08:55:10                  0               1           15600          161920             182               1
160_08:57:20                  0               1           15600          161920             182               1
160_09:01:00                  0               1               0          161920             182               1
160_10:26:10                  0               1           15600          161920             182               1
160_10:28:50                  0               1           15600          161920             182               1
160_10:30:50                  0               1           15600          161920             102               1
160_10:34:30                  0               1           15600          161920             126               1
160_10:36:30                  0               1           40420          161920             126               1
160_10:40:10                  0               1           40420          161920              82               1
160_10:41:00                  0               1           69400          161920              82               1
160_10:42:50                  0               1           69400          161920              82               1
160_10:44:50                  0               1           69400          161920             102               1
160_10:45:20                  0               1          133340          161920             102               1
160_11:02:00                  0               1           69400          161920             102               1
160_11:02:40                  0               1           69400          161920              82               1
160_11:06:30                  0               1           40420          161920              82               1
160_11:07:20                  0               1           40420          161920             126               1
160_11:11:10                  0               1           15600          161920             126               1
160_11:19:00                  0               1           15600          161920             126               1
160_11:22:40                  0               1               0          161920             126               1
160_12:48:00                  0               1           15600          161920             126               1
160_12:50:30                  0               1           15600          161920             126               1
160_12:56:20                  0               1           15600          161920             126               1
160_12:58:10                  0               1           40420          161920             126               1
160_13:01:50                  0               1           40420          161920              82               1
160_13:02:50                  0               1           69400          161920              82               1
160_13:04:40                  0               1           69400          161920              82               1
160_13:06:30                  0               1           69400          161920             102               1
160_13:07:10                  0               1          133340          161920             102               1
160_13:23:40                  0               1           69400          161920             102               1
160_13:24:20                  0               1           69400          161920              82               1
160_13:28:10                  0               1           40420          161920              82               1
160_13:29:00                  0               1           40420          161920             126               1
160_13:32:50                  0               1           15600          161920             126               1
160_13:34:50                  0               1           15600          161920             102               1
160_13:38:40                  0               1           15600          161920             182               1
160_13:40:50                  0               1           15600          161920             182               1
160_13:44:20                  0               1               0          161920             182               1
160_15:09:40                  0               1           15600          161920             182               1
160_15:12:10                  0               1           15600          161920             182               1
160_15:14:20                  0               1           15600          161920             102               1
160_15:18:00                  0               1           15600          161920             126               1
160_15:19:50                  0               1           40420          161920             126               1
160_15:23:40                  0               1           40420          161920              82               1
160_15:24:30                  0               1           69400          161920              82               1
160_15:26:20                  0               1           69400          161920              82               1
160_15:28:10                  0               1           69400          161920             102               1
160_15:28:50                  0               1          133340          161920             102               1
160_15:45:30                  0               1           69400          161920             102               1
160_15:46:00                  0               1           69400          161920              82               1
160_15:49:50                  0               1           40420          161920              82               1
160_15:50:50                  0               1           40420          161920             126               1
160_15:54:30                  0               1           15600          161920             126               1
160_16:02:30                  0               1           15600          161920             126               1
160_16:06:10                  0               1               0          161920             126               1
160_17:31:30                  0               1           15600          161920             126               1
160_17:34:00                  0               1           15600          161920             126               1
160_17:39:40                  0               1           15600          161920             126               1
160_17:41:40                  0               1           40420          161920             126               1
160_17:45:20                  0               1           40420          161920              82               1
160_17:46:10                  0               1           69400          161920              82               1
160_17:48:00                  0               1           69400          161920              82               1
160_17:50:00                  0               1           69400          161920             102               1
160_17:50:30                  0               1          133340          161920             102               1
160_18:07:10                  0               1           69400          161920             102               1
160_18:07:50                  0               1           69400          161920              82               1
160_18:11:40                  0               1           40420          161920              82               1
160_18:12:30                  0               1           40420          161920             126               1
160_18:16:20                  0               1           15600          161920             126               1
160_18:18:20                  0               1           15600          161920             102               1
160_18:22:00                  0               1           15600          161920             182               1
160_18:24:10                  0               1           15600          161920             182               1
160_18:27:50                  0               1               0          161920             182               1
160_19:53:10                  0               1           15600          161920             182               1
160_19:55:40                  0               1           15600          161920             182               1
160_19:57:50                  0               1           15600          161920             102               1
160_20:01:30                  0               1           15600          161920             126               1
160_20:03:20                  0               1           40420          161920             126               1
160_20:07:00                  0               1           40420          161920              82               1
160_20:08:00                  0               1           69400          161920              82               1
160_20:09:50                  0               1           69400          161920              82               1
160_20:11:40                  0               1           69400          161920             102               1
160_20:12:20                  0               1          133340          161920             102               1
160_20:29:00                  0               1           69400          161920             102               1
160_20:29:30                  0               1           69400          161920              82               1
160_20:33:20                  0               1           40420          161920              82               1
160_20:34:10                  0               1           40420          161920             126               1
160_20:38:00                  0               1           15600          161920             126               1
160_20:46:00                  0               1           15600          161920             126               1
160_20:49:30                  0               1               0          161920             126               1
160_22:14:50                  0               1           15600          161920             126               1
160_22:17:20                  0               1           15600          161920             126               1
160_22:23:10                  0               1           15600          161920             126               1
160_22:25:10                  0               1           40420          161920             126               1
160_22:28:50                  0               1           40420          161920              82               1
160_22:29:40                  0               1           69400          161920              82               1
160_22:31:30                  0               1           69400          161920              82               1
160_22:33:30                  0               1           69400          161920             102               1
160_22:34:00                  0               1          133340          161920             102               1
